HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
0,4,-2,3,1819036,0,1,115.76,3
,5,5,5,1819036,0,1,78.03,3
,6,6,5,1819036,0,1,113.5333333,3
,3,3,3,1819037,0,1,105.375,3
,1,-1,5,1819037,0,1,100.31,3
,9,9,5,1819037,0,1,101.72,3
0,6,6,3,1819037,0,1,115.0652632,3
,9,3,4,1819037,0,1,80.66333333,3
,9,-9,5,1819037,0,1,109.5574194,3
,13,11,5,1819038,0,1,122.5987879,3
0,24,20,5,1819038,0,1,101.7772727,3
,5,5,5,1819038,0,1,107.59,3
0.5,22,18,2,1819038,0,1,107.6633333,3
,7,5,4,1819038,0,1,82.70888889,3
,3,3,5,1819038,0,1,112.53,3
,10,8,4,1819038,0,1,101.7333333,3
,6,6,5,1819038,0,0,95.80888889,3
,7,1,4,1819038,0,1,107.62,3
1,0,0,5,1819040,0,1,116.4333333,3
,9,9,5,1819040,0,1,109.7818182,3
1,3,1,5,1819040,0,1,118.41,3
,8,6,5,1819040,0,1,104.8631579,3
0,6,0,1,1819040,0,1,93.77,3
0,8,2,5,1819040,0,1,89.76,3
,4,4,4,1819041,0,1,88.92666667,3
,13,13,4,1819041,0,1,113.54,3
,6,6,5,1819041,0,1,107.6533333,3
,7,7,5,1819041,0,1,95.82,3
,6,6,5,1819042,0,1,110.595,3
,18,18,5,7052,0,1,111.34875,3
,0,0,5,7053,0,1,97.42857143,3
,5,5,5,7053,0,1,112.9709091,3
,3,3,5,7054,0,1,113.54,3
,0,0,5,7054,0,1,110.58,3
0.5,1,1,3,7054,0,1,119.42,3
,6,6,5,7054,0,1,128.23,3
0,4,4,5,7054,0,0,118.41,3
0,3,3,5,7054,0,1,117.072,3
0.75,0,0,5,7054,0,1,98.7,3
,12,12,5,7054,0,1,101.6571429,3
,3,3,5,7055,0,1,104.715,3
,2,2,5,7055,0,1,109.7818182,3
,10,10,5,7055,0,1,117.44,3
1,0,0,3,7055,0,1,,3
,7,7,5,7055,0,1,107.66,3
,3,3,5,7055,0,1,118.655,3
1,4,4,1,7055,0,1,99.8,3
,7,1,5,7056,0,1,95.8575,3
,1,1,5,7056,0,1,97.60235294,3
0.5,0,0,5,7056,0,1,73.90857143,3
0,18,16,4,7057,0,1,89.97333333,3
1,10,10,5,7057,0,1,126.62,3
,3,3,5,7057,0,1,115.9942857,3
,8,0,5,7057,0,1,95.84857143,3
0.909090909,4,-4,1,7057,0,0,118.0369231,3
,1,1,5,7057,0,1,109.7228571,3
,5,5,5,7058,0,1,95.33090909,3
,10,10,5,7058,0,1,112.7753846,3
,8,8,5,7058,0,1,89.94909091,3
,5,5,5,7058,0,1,104.2342857,3
,12,0,5,7058,0,1,123.83,3
,2,2,5,7058,0,1,91.54857143,3
,0,0,5,7059,0,1,139.87,3
,5,1,5,7059,0,1,111.7657143,3
0,3,3,5,7059,0,1,103.3888889,3
,0,0,4,7059,0,1,95.76,3
,7,-1,5,7060,0,1,101.4075,3
0.5,6,0,5,7060,0,0,131.9828571,3
,2,2,5,7060,0,1,111.3175,3
0,5,5,5,7060,0,1,106.65,3
,8,8,5,7060,0,1,117.6457143,3
0.5,55,33,3,7060,0,1,48.92305085,3
,0,0,5,7061,0,1,41.815,3
,12,10,5,7061,0,1,101.76,3
0.5,0,0,2,7061,0,1,97.64666667,3
,5,5,5,7061,0,1,121.9457143,3
,0,0,5,7061,0,1,107.6533333,3
,5,5,5,7061,0,1,104.9777778,3
0,2,2,3,7061,0,1,135.51,3
,2,2,4,7062,0,1,124.535,3
0.75,6,6,5,7062,0,1,106.6777778,3
0,0,0,5,7062,0,1,99.34352941,3
,7,7,5,7062,0,1,98.74,3
,11,3,5,7062,0,1,115.2228571,3
,2,2,5,7062,0,1,118.41,3
,5,5,5,7062,0,1,106.65,3
,5,5,5,7063,0,1,137.8628571,3
,1,1,5,7063,0,1,102.3866667,3
,5,5,5,7063,0,1,112.775,3
1,6,6,5,7063,0,1,97.96285714,3
,5,5,5,7063,0,1,94.52909091,3
,5,5,5,7063,0,1,92.52,3
0,5,5,5,7063,0,1,104.715,3
,4,4,5,7063,0,1,101.015,3
1,11,11,5,7063,0,1,129.9410526,3
,0,0,5,7064,0,1,107.5688889,3
,5,5,5,7064,0,1,109.44,3
0,10,4,5,7064,0,1,104.6322581,3
,3,3,5,7064,0,1,96.7,3
0,6,2,1,7065,0,1,132.4844444,3
,11,3,4,7065,0,0,104.4681818,3
1,13,7,5,7065,0,0,111.41,3
,2,2,5,7065,0,1,137.8628571,3
0,6,6,4,7065,0,1,128.3831579,3
,5,5,5,7065,0,1,103.7066667,3
,10,10,5,7066,0,1,104.225,3
,6,6,5,7066,0,1,111.7657143,3
,3,3,5,7066,0,1,137.8628571,3
,3,3,4,7066,0,1,114.1466667,3
,9,9,5,7066,0,1,107.62,3
,3,1,5,7066,0,1,101.5104762,3
0,4,0,2,7068,0,1,87.68615385,3
,3,3,5,7068,0,1,110.1142857,3
,7,5,5,7068,0,1,104.4454545,3
,8,8,5,7068,0,1,97.42857143,3
0.5,11,5,5,7068,0,1,94.89,3
,14,6,5,7068,0,1,100.27,3
,8,8,5,7069,0,1,95.87,3
0.5,4,4,4,7069,0,1,97.60235294,3
,3,3,5,7069,0,1,123.9169231,3
,7,7,5,7069,0,1,100.0771429,3
,16,10,1,7069,0,1,109.11,3
0.666666667,10,10,5,7069,0,1,97.1325,3
0.666666667,8,8,5,7070,0,1,70.40571429,3
,7,7,5,7070,0,1,111.5555556,3
,7,7,5,7070,0,1,107.0909091,3
,7,1,4,7070,0,1,104.7,3
,6,6,5,7070,0,0,99.34352941,3
,9,9,3,7071,0,1,100.3969231,3
,6,-4,1,7071,0,1,118.8509091,3
0.636363636,8,2,3,7071,0,0,104.71,3
,6,6,5,7071,0,1,95.72,3
0,8,6,3,7071,0,1,119.43,3
,0,0,5,7072,0,1,89.92,3
,1,1,5,7072,0,1,110.5533333,3
1,12,2,5,7072,0,1,111.8371429,3
,6,0,4,7072,0,1,101.7375,3
,1,1,5,7072,0,1,115.615,3
,8,8,5,7072,0,1,107.6030769,3
,6,6,2,7072,0,0,113.9514286,3
,0,0,5,7073,0,1,100.3969231,3
,3,1,5,7073,0,1,110.47,3
,6,6,5,7073,0,0,114.8444444,3
0,8,2,5,1819044,0,1,116.30375,3
0.5,17,13,5,1819044,0,1,89.9775,3
0.666666667,11,3,5,1819044,0,1,103.5875,3
1,7,7,5,1819044,0,0,104.8631579,3
,4,2,5,1819044,0,1,110.28,3
,3,3,5,1819045,0,1,108.4628571,3
0.5,10,10,5,1819045,0,1,101.7733333,3
,0,0,4,1819045,0,1,101.74,3
1,3,3,5,1819045,0,1,99.74,3
,10,4,5,1819045,0,1,112.07,3
,13,13,5,1819045,0,1,107.6514286,3
,0,0,5,1819046,0,1,100.9911111,3
0.5,10,4,5,1819046,0,1,108.8677551,3
1,5,3,2,1819046,0,1,95.02727273,3
0.5,11,11,5,1819046,0,1,107.6273684,3
1,21,-5,2,1819046,0,0,119.415,3
,14,4,4,1819046,0,0,104.5115789,3
,6,0,4,1819046,0,0,95.89368421,3
0.666666667,12,10,5,1819046,0,0,93.84413793,3
0,11,11,5,1819046,0,0,90.90333333,3
,2,2,3,1819046,0,0,106.65,3
,7,1,2,1819046,0,0,121.5955556,3
,0,0,5,1819046,0,0,118.3266667,3
,7,7,5,1819046,0,0,123.3155556,3
,8,8,5,1819046,0,0,130.1127273,3
1,13,11,5,1819046,0,0,103.3052632,3
0,4,2,3,1819046,0,0,101.7787234,3
0.8,12,12,5,1819046,0,0,64.52367347,3
,2,2,5,1819046,0,0,73.63666667,3
0.666666667,18,16,5,1819046,0,0,96.57,3
,4,4,5,1819046,0,0,83.88,3
,2,2,5,1819046,0,0,100.1009524,3
,14,14,5,1819046,0,0,101.7090909,3
0,10,10,5,1819046,0,0,105.4375,3
,4,4,5,1819046,0,0,109.6066667,3
,1,1,1,1819046,0,0,142.91,3
,13,9,5,1819046,0,0,101.0243478,3
,7,7,4,1819046,0,0,114.8092308,3
1,3,3,4,1819046,0,0,122.6177778,3
1,22,0,4,1819046,0,0,75.40285714,3
,0,0,3,1819046,0,0,85.41411765,3
,8,4,5,1819046,0,0,116.47,3
,7,7,5,1819046,0,0,87.735,3
0,7,3,5,1819046,0,0,108.6025806,3
,9,7,4,1819046,0,0,105.7675,3
1,27,27,5,1819046,0,0,105.8038095,3
,5,5,5,1819046,0,0,66.195,3
1,4,0,4,1819046,0,0,98.12,3
,6,2,3,1819046,0,0,82.37454545,3
,20,4,4,1819046,0,0,98.10891566,3
,8,6,5,1819046,0,0,88.776,3
,16,0,2,1819046,0,0,123.8517073,3
,7,7,5,1819046,0,0,91.90666667,3
,9,1,5,1819046,0,0,113.55,3
0,9,9,4,1819046,0,0,92.095,3
,7,7,5,1819046,0,0,98.35428571,3
0.966666667,7,3,5,1819046,0,0,96.31142857,3
,2,2,5,1819046,0,0,113.5,3
,5,5,5,1819046,0,1,112.775,3
,4,4,4,1819046,0,1,105.9571429,3
0.777777778,4,4,4,1819046,0,1,99.34352941,3
1,6,-2,5,1819047,0,1,109.075,3
,4,4,5,1819047,0,1,120.835,3
,0,0,5,1819048,0,1,99.5575,3
,1,-1,3,1819048,0,1,110.58,3
,3,3,5,1819048,0,1,108.0714286,3
1,5,5,5,1819048,0,1,118.8509091,3
0.5,14,10,5,1819048,0,1,99.57833333,3
1,14,14,5,1819049,0,1,97.78666667,3
,3,3,4,1819049,0,1,103.5875,3
,9,9,4,1819049,0,1,127.8285714,3
,5,5,5,1819049,0,1,94.275,3
,5,3,5,1819049,0,1,116.9835294,3
0,5,5,3,1819049,0,1,107.56,3
0,8,6,4,1819049,0,1,113.8589474,3
1,10,-10,3,1819049,0,1,102.3866667,3
,12,-2,4,1819049,0,1,114.1955556,3
0,6,6,5,1819050,0,1,89.78,3
0.666666667,5,5,5,1819050,0,1,117.4355556,3
,5,5,5,1819050,0,1,114.1466667,3
,14,14,4,1819050,0,1,108.6664407,3
,4,4,5,1819051,0,1,117.36,3
0.428571429,1,-1,1,1819051,0,1,110.9318519,3
0.5,11,3,5,1819051,0,1,107.6175,3
,8,4,5,1819051,0,1,97.50888889,3
,16,10,5,1819051,0,1,101.752381,3
0.5,7,7,5,1819051,0,1,92.1575,3
,5,5,5,1819051,0,1,83.92,3
,3,-3,5,1819051,0,1,129.1373913,3
,0,0,5,1819052,0,1,89.88,3
,3,3,5,1819052,0,1,115.4866667,3
0.625,0,0,1,1819052,0,1,115.5066667,3
1,8,8,4,1819052,0,1,104.71,3
0,3,3,5,7155,0,1,115.76,3
,6,6,5,7155,0,1,117.87,3
0,1,1,5,7156,0,1,92.47428571,3
,2,2,5,7156,0,1,105.6755556,3
,6,6,5,7156,0,1,97.7075,3
,5,5,4,7156,0,1,104.59,3
,3,3,5,7156,0,1,105.6755556,3
,4,-4,2,7157,0,1,108.7058824,3
1,5,5,5,7157,0,1,101.74,3
,5,-1,5,7157,0,1,130.8075,3
0,7,7,4,7157,0,1,111.255,3
,4,-2,5,7157,0,1,88.53333333,3
1,10,10,4,7157,0,1,105.6755556,3
,6,6,5,7157,0,1,103.195,3
,6,6,5,7157,0,1,112.5577778,3
1,5,3,1,7157,0,0,103.195,3
,3,-3,4,7158,0,0,99.74,3
,2,2,2,7158,0,0,116.7107692,3
,5,1,4,7158,0,0,104.2342857,3
,10,10,5,7158,0,0,111.4973913,3
,5,5,5,7158,0,0,95.83666667,3
1,10,2,1,7158,0,0,99.34352941,3
,9,9,5,7158,0,0,106.2769231,3
,16,10,5,7158,0,0,119.4203922,3
,3,3,4,7158,0,0,105.42,3
,4,4,5,7158,0,0,118.8509091,3
,7,3,2,7158,0,0,119.3630769,3
1,3,3,5,7158,0,0,118.7247059,3
0,4,2,4,7158,0,0,92.24,3
1,4,4,5,7158,0,0,101.6888889,3
0,3,1,1,7158,0,0,116.35,3
,4,-4,4,7158,0,0,107.6533333,3
0.923076923,110,42,5,7158,0,0,20.97315789,3
,7,7,5,7158,0,0,-197.29,3
,8,6,5,7158,0,0,75.1,3
1,0,0,5,7158,0,0,93.21777778,3
,5,5,4,7158,0,0,103.9018182,3
1,4,4,5,7158,0,0,106.8114286,3
,9,-5,1,7158,0,0,121.25875,3
,11,11,5,7158,0,0,100.8727273,3
,7,7,5,7158,0,0,116.1353846,3
1,7,7,5,7158,0,0,101.6571429,3
,11,11,5,7158,0,0,120.835,3
,9,7,5,7158,0,0,87.22315789,3
,9,5,5,7158,0,0,117.44,3
1,6,4,5,7158,0,0,97.96285714,3
,4,4,5,7158,0,0,98.835,3
0.5,4,4,5,7158,0,0,112.1569231,3
0.857142857,9,9,5,7158,0,0,122.1006061,3
,11,11,5,7158,0,0,85.065,3
,10,4,5,7158,0,0,94.22,3
,10,10,5,7158,0,0,114.9219048,3
,3,-3,5,7158,0,0,112.9709091,3
,10,-4,1,7158,0,0,111.3175,3
,1,-1,5,7158,0,0,95.86117647,3
,8,0,5,7158,0,0,107.0909091,3
,6,6,5,7158,0,0,114.3428571,3
0.5,8,4,4,7158,0,0,105.7909091,3
,0,0,4,7158,0,1,92.095,3
,7,7,5,7158,0,1,104.6322581,3
1,3,3,5,7159,0,1,92.52,3
,5,5,5,7159,0,1,109.6066667,3
,4,4,5,7159,0,0,105.6755556,3
0.8,8,6,4,7159,0,1,138.7059259,3
,3,3,5,7159,0,1,81.9,3
,5,5,5,7159,0,1,111.5833333,3
,6,6,5,7159,0,1,118.5714286,3
1,9,9,5,7159,0,1,104.6733333,3
,2,2,5,7160,0,0,128.235,3
0.5,15,11,4,7160,0,1,125.2933333,3
1,8,8,4,7160,0,1,107.6030769,3
,8,6,5,7160,0,1,119.4133333,3
,7,-3,5,7160,0,1,117.4,3
,9,9,5,7160,0,1,97.92689655,3
,12,8,5,7160,0,1,109.62,3
,8,2,5,7160,0,1,119.39,3
,16,16,4,7160,0,1,89.9,3
,6,6,5,7160,0,1,127.4218182,3
,11,3,5,7161,0,1,115.9559184,3
,11,11,5,7161,0,1,92.095,3
,9,7,4,7161,0,1,112.6914286,3
,10,10,5,7161,0,1,95.795,3
1,2,2,5,7161,0,1,114.4338462,3
,7,7,4,7161,0,1,98.4,3
,17,11,5,7161,0,1,108.7392593,3
0.5,5,1,3,7161,0,1,122.2114286,3
,2,2,5,7161,0,1,95.75333333,3
1,10,6,4,7162,0,1,112.07,3
1,2,2,5,7162,0,1,94.80666667,3
,0,0,5,7162,0,1,118.3527273,3
,6,6,4,7162,0,0,92.52,3
1,58,4,3,7162,0,1,22.97101449,3
,0,0,5,7162,0,1,40.31636364,3
,0,0,5,7162,0,1,97.975,3
,0,0,5,7162,0,1,112.9709091,3
,3,-3,5,7162,0,1,100.4695652,3
,5,-1,5,7162,0,1,108.95,3
,5,5,5,7162,0,1,110.615,3
,14,6,3,7162,0,1,88.24,3
,4,4,5,7163,0,1,110.1142857,3
,1,1,5,7163,0,1,101.74,3
,6,6,5,7163,0,1,125.1771429,3
,4,0,5,7163,0,0,114.8444444,3
0,41,31,3,7163,0,1,51.12626087,3
,7,7,5,7163,0,1,91.48909091,3
,9,5,5,7163,0,1,103.6666667,3
,15,1,1,7163,0,1,102.9,3
0,7,1,5,7163,0,1,88.395,3
0.5,15,9,5,7163,0,1,126.8515789,3
,2,2,5,7163,0,1,101.6888889,3
,0,0,3,7163,0,1,128.235,3
,8,8,5,7163,0,1,111.5,3
,2,2,1,7164,0,1,89.98,3
,6,6,5,7165,0,1,121.8742857,3
,3,3,5,7165,0,1,114.3428571,3
,8,8,5,7165,0,1,99.79555556,3
,0,0,5,7165,0,1,,3
,6,2,5,7165,0,1,109.6266667,3
0.666666667,0,0,5,7165,0,1,110.8577778,3
,3,3,5,7165,0,1,96.70285714,3
0,3,3,2,7165,0,1,106.895,3
,9,1,5,7165,0,1,116.0904348,3
,11,7,5,7165,0,1,138.18,3
,9,7,5,7165,0,1,107.6567442,3
,4,4,5,7165,0,1,66.2,3
,0,0,5,7166,0,1,112.775,3
,11,11,4,7166,0,1,100.725,3
0.5,12,10,3,7166,0,1,98.18181818,3
,0,0,5,7166,0,1,103.07,3
,11,11,5,7166,0,1,103.195,3
,3,1,5,7166,0,1,98.71,3
,7,3,5,7166,0,1,116.6957143,3
0,9,9,5,7167,0,0,103.7756522,3
,9,-1,5,7168,0,1,125.2673684,3
,3,3,5,7168,0,1,125.24,3
,11,7,5,7168,0,1,112.8447059,3
0.5,9,3,4,7168,0,1,95.86117647,3
,5,5,4,7169,0,0,99.8875,3
,4,4,5,7169,0,1,102.3866667,3
,3,3,5,7170,0,1,113.52,3
,2,2,4,7170,0,1,97.315,3
,9,9,5,7170,0,1,97.315,3
0.5,3,3,3,7170,0,1,103.0844444,3
,0,0,4,7170,0,1,111.5833333,3
,3,3,3,7170,0,1,101.015,3
,5,5,4,7170,0,0,117.4633333,3
,8,8,5,7171,0,1,113.4690909,3
0,7,-1,2,7171,0,1,129.71,3
,8,0,5,7171,0,1,111.2375758,3
,3,1,5,7171,0,1,97.42857143,3
,10,10,5,7172,0,1,117.7171429,3
1,13,9,4,7172,0,1,115.5116667,3
,4,4,5,7172,0,1,77.955,3
,6,6,5,7172,0,1,105.62,3
,4,-2,4,7172,0,0,124.6047059,3
,5,5,5,7173,0,1,95.8,3
,5,5,5,7173,0,1,106.9647059,3
,2,2,5,1819054,0,1,99.09777778,3
,5,-1,5,1819055,0,1,118.8963636,3
,13,5,5,1819055,0,1,119.9696296,3
,7,7,4,1819055,0,1,128.6342857,3
,7,3,5,1819055,0,1,105.3261538,3
,16,8,5,1819056,0,1,104.128,3
1,10,8,5,1819056,0,1,99.61428571,3
1,2,2,5,1819056,0,1,101.6333333,3
,4,4,5,1819056,0,1,108.2666667,3
,4,-4,1,1819056,0,1,115.76,3
,6,4,5,1819056,0,0,104.71,3
,8,8,5,1819056,0,0,124.7309091,3
,8,4,5,1819056,0,0,95.75333333,3
,11,11,5,1819056,0,0,96.97925926,3
0.375,26,8,2,1819056,0,0,90.85641026,3
,6,6,3,1819056,0,0,79.51666667,3
,4,-2,4,1819056,0,0,106.3153846,3
0.157894737,4,-4,1,1819056,0,0,113.5165217,3
0,4,2,1,1819056,0,0,93.73428571,3
,5,1,5,1819056,0,0,105.312,3
,0,0,5,1819056,0,0,107.6085714,3
0.857142857,33,3,2,1819056,0,0,76.94823529,3
,14,4,5,1819056,0,0,73.56190476,3
,0,0,4,1819056,0,0,107.6561905,3
1,8,8,5,1819056,0,0,111.8728571,3
0.05,2,2,3,1819056,0,0,98.78,3
1,11,1,1,1819056,0,0,126.1144444,3
1,6,4,4,1819056,0,0,86.215,3
0.866666667,11,7,5,1819056,0,0,129.71,3
,10,2,2,1819056,0,0,107.6618182,3
,4,4,5,1819056,0,0,81.87636364,3
0.803921569,0,0,2,1819056,0,0,,3
0.333333333,13,7,1,1819056,0,1,122.7942857,3
0.666666667,0,0,2,1819056,0,1,,3
,5,5,5,1819056,0,1,109.6066667,3
1,7,-3,2,1819057,0,1,132.0738462,3
,0,0,5,1819057,0,1,116.35,3
,1,1,5,1819058,0,1,89.98,3
,12,-2,5,1819058,0,1,130.8075,3
,9,7,5,1819058,0,1,107.5966667,3
,1,1,5,1819058,0,1,87.02,3
1,22,8,5,1819058,0,0,110.7075862,3
0.5,11,5,5,1819059,0,1,101.675,3
,5,5,5,1819059,0,1,102.5828571,3
,2,2,5,1819059,0,1,105.6755556,3
,5,5,5,1819060,0,1,109.62,3
,0,0,5,1819060,0,1,93.56615385,3
,3,3,4,1819060,0,0,131.14,3
,2,2,4,1819060,0,1,102.5828571,3
,5,-1,3,1819061,0,1,137.8628571,3
0,0,0,1,1819061,0,1,111.5555556,3
,10,6,3,1819062,0,1,96.50666667,3
,2,2,5,7252,0,1,118.8509091,3
,22,12,5,7252,0,1,117.3470968,3
,15,7,3,7252,0,1,97.78666667,3
,2,2,5,7252,0,1,116.42,3
,3,-3,5,7252,0,1,106.2769231,3
0,10,4,4,7252,0,1,97.28190476,3
1,5,5,5,7252,0,0,113.4766667,3
,3,3,5,7252,0,0,109.075,3
,4,2,4,7252,0,0,98.52,3
,4,4,4,7252,0,0,105.8857143,3
0,3,3,5,7252,0,0,125.28,3
0,12,8,5,7252,0,0,115.5668966,3
,3,3,5,7252,0,0,100.1,3
,14,8,5,7252,0,0,101.7444444,3
,2,-2,5,7252,0,0,120.835,3
,11,5,5,7252,0,0,104.7,3
0.2,5,-1,3,7252,0,0,106.65,3
0.875,9,9,3,7252,0,0,115.8705263,3
,0,0,4,7252,0,0,80.995,3
1,3,3,1,7252,0,0,134.1,3
0.631578947,8,4,2,7252,0,0,106.6078788,3
,3,3,5,7252,0,0,76.02,3
0.5,0,0,2,7252,0,0,130.3314286,3
,9,3,5,7252,0,0,109.1166667,3
1,4,4,5,7252,0,0,111.5555556,3
,10,10,5,7252,0,0,93.615,3
1,7,7,5,7252,0,0,92.95,3
0.75,4,4,5,7252,0,0,106.15,3
,15,9,5,7252,0,0,114.6192593,3
,11,11,5,7252,0,0,101.2657143,3
0.571428571,49,7,2,7252,0,0,48.78328358,3
0.882352941,0,0,5,7252,0,0,,3
,6,6,5,7252,0,0,108.9644444,3
,5,5,5,7252,0,0,118.3527273,3
,8,8,4,7252,0,0,95.82909091,3
,9,9,5,7252,0,0,101.2109091,3
,15,15,5,7252,0,0,116.7933333,3
0.5,11,11,4,7252,0,0,119.3965217,3
1,2,2,1,7252,0,0,101.7,3
,7,5,5,7252,0,0,102.9,3
0,4,2,3,7252,0,0,120.584,3
0.5,7,7,5,7252,0,0,102.5828571,3
0.666666667,33,19,3,7252,0,0,88.91761905,3
,27,23,5,7252,0,0,104.655,3
,2,2,5,7252,0,0,108.78,3
1,11,11,5,7252,0,0,122.8116667,3
0,3,3,4,7252,0,0,101.7583333,3
,8,8,5,7252,0,0,122.26,3
,15,13,2,7252,0,0,101.75,3
,10,8,5,7252,0,0,114.3771429,3
1,8,8,5,7252,0,0,91.54857143,3
0,15,13,3,7252,0,1,108.7781132,3
,8,4,5,7252,0,1,101.3957895,3
,0,0,5,7252,0,0,86.75,3
,11,5,5,7252,0,1,101.74,3
,7,5,4,7252,0,1,92.95,3
,7,7,5,7253,0,1,101.6,3
,5,1,5,7253,0,1,106.6777778,3
0,24,2,5,7253,0,1,119.4077419,3
0.363636364,5,-3,1,7253,0,0,112.0917073,3
,9,9,5,7254,0,1,85.99777778,3
0,6,6,5,7254,0,1,119.34,3
,7,7,5,7254,0,1,98.98315789,3
,3,3,3,7254,0,1,116.42,3
1,20,14,5,7254,0,1,82.3694382,3
0.333333333,6,0,2,7255,0,1,96.25166667,3
,15,9,5,7255,0,1,99.57037037,3
,13,9,4,7255,0,1,117.29,3
1,3,3,5,7255,0,1,89.70666667,3
,6,6,5,7255,0,1,123.3433333,3
,7,7,5,7255,0,1,106.4210526,3
0.333333333,2,2,5,7255,0,1,114.5462069,3
,11,11,5,7256,0,1,110.55,3
0.5,25,25,5,7256,0,1,108.6834483,3
,9,9,5,7257,0,1,84.45,3
0.666666667,4,0,5,7257,0,1,104.2342857,3
0.25,34,4,3,7257,0,0,53.73043478,3
,13,13,5,7258,0,1,65.25142857,3
,9,9,5,7258,0,0,106.8114286,3
,10,4,4,7258,0,1,117.072,3
,7,7,5,7258,0,1,103.4823529,3
,4,4,5,7258,0,1,106.65,3
,12,6,5,7258,0,1,91.62888889,3
,11,7,5,7258,0,1,116.0657143,3
0.5,16,14,3,7258,1,0,108.0714286,3
,20,12,5,7259,0,1,112.5048276,3
,1,-1,5,7259,0,1,99.48461538,3
,3,3,5,7259,0,1,105.68,3
1,8,8,5,7259,0,1,116.16,3
,9,7,5,7259,0,0,111.8609524,3
,10,8,5,7259,0,1,72.935,3
,9,7,5,7260,0,0,103.195,3
1,1,-1,5,7260,0,1,112.5577778,3
,11,5,5,7260,0,1,107.62,3
,16,12,5,7260,0,1,109.7585714,3
,9,9,4,7260,0,1,123.32,3
,12,12,5,7260,0,1,101.7583333,3
,4,2,5,7260,0,1,104.1833333,3
0.666666667,2,-2,5,7261,0,1,131.15,3
,2,2,5,7261,0,1,90.82285714,3
,2,2,4,7262,0,1,104.3057143,3
,3,3,5,7263,0,0,104.71,3
,9,3,4,7264,0,1,95.89333333,3
,3,3,4,7264,0,0,106.2769231,3
1,9,9,4,7264,0,0,120.8766667,3
0,8,0,1,7264,0,0,123.3533333,3
,23,23,5,7264,0,0,100.7071429,3
0,2,0,1,7264,0,0,99.44615385,3
,5,1,4,7264,0,0,97.82666667,3
,4,2,1,7264,0,0,110.1142857,3
0.333333333,0,0,3,7264,0,0,103.9018182,3
,1,1,2,7264,0,0,113.9514286,3
0,5,5,5,7264,0,0,105.375,3
0.5,6,2,1,7264,0,0,106.2769231,3
1,2,2,3,7264,0,1,107.0909091,3
0,2,2,1,7264,0,0,109.6266667,3
,7,-3,5,7264,0,1,94.30947368,3
,2,2,5,7264,0,1,90.44727273,3
,6,6,5,7264,0,1,117.4355556,3
0,10,6,5,7264,0,0,178.2114286,3
,7,7,4,7265,1,0,123.43875,3
,5,5,5,7265,0,1,113.32,3
1,8,6,5,7265,0,0,115.8112821,3
,8,6,4,7265,0,1,99.44615385,3
1,7,7,5,7265,0,1,105.375,3
,8,2,5,7265,0,1,94.89,3
,6,0,4,7266,0,1,101.72,3
,14,-2,5,7266,0,1,113.5333333,3
,2,2,5,7266,0,1,114.3428571,3
,4,4,5,7266,0,0,111.5555556,3
,8,-2,5,7266,0,1,107.6085714,3
0,19,7,5,7266,0,1,115.0737931,3
,3,3,5,7266,0,0,73.595,3
0.4,7,-1,1,7266,0,1,105.9809524,3
0.333333333,22,-6,1,7266,0,1,108.7014286,3
,11,3,5,7266,0,1,111.3303704,3
,3,3,3,7266,0,0,109.11,3
,7,-1,5,7267,0,1,95.83,3
,9,9,5,7267,0,1,104.9777778,3
,0,0,5,7267,0,1,145.4657143,3
,6,6,5,7267,0,1,99.74,3
,3,3,4,7267,0,1,116.475,3
,7,7,5,7268,0,1,101.78,3
,0,0,5,7268,0,1,102.3866667,3
1,10,10,5,7268,0,0,110.7431579,3
,10,10,5,7268,0,0,103.8428571,3
,0,0,2,7268,0,0,108.2666667,3
0,9,5,4,7268,0,0,106.5927273,3
0,28,20,5,7268,0,0,108.377561,3
,13,9,5,7268,0,0,117.74,3
,4,4,5,7268,0,0,94.12571429,3
,13,13,5,7268,0,0,108.9644444,3
,3,3,5,7268,0,0,114.3428571,3
0.666666667,0,0,2,7268,0,0,97.3775,3
,6,6,5,7268,0,0,107.62,3
,8,2,5,7268,0,0,103.8428571,3
,17,11,4,7268,0,0,109.9184615,3
0,5,5,1,7268,0,0,98.59285714,3
,13,7,5,7268,0,0,107.6211765,3
,10,6,5,7268,0,0,98.56545455,3
,14,14,5,7268,0,0,104.66,3
1,0,0,5,7268,0,0,93.86,3
0.5,6,6,1,7268,0,0,107.9789474,3
,9,9,5,7268,0,0,113.5,3
,5,5,5,7268,0,0,115.0175,3
1,2,-2,3,7268,0,0,114.1466667,3
1,17,15,5,7268,0,0,53.42490566,3
,3,3,5,7268,0,0,44.10857143,3
,7,7,5,7268,0,0,98.35428571,3
,9,3,5,7268,0,0,112.1569231,3
,12,6,5,7268,0,0,115.7155556,3
1,62,40,3,7268,0,0,12.38199262,3
1,16,14,4,7268,0,0,86.98758621,3
1,5,1,2,7268,0,0,102.4085106,3
1,1,1,5,7268,0,0,86.6075,3
,5,5,3,7268,0,0,121.4828571,3
,3,3,5,7268,0,1,101.6888889,3
,11,11,5,7268,0,1,107.0909091,3
,23,19,5,7268,0,1,108.65,3
,11,11,5,7268,0,1,125.8615385,3
0,8,8,3,7268,0,1,90.575,3
,11,-1,4,7268,0,1,101.2563636,3
