,HR,emotion_total,emotion_polarity,rating,time_difference,vine,verified_purchase,CLI,group
12621,,1,1,5,-18110648,0,1,95.77714285714286,12621
12622,0.3333333333333333,25,11,5,-18110648,0,1,132.8259259259259,12622
12623,0.8,23,11,5,-18110648,0,1,57.08743362831859,12623
12624,0.375,0,0,1,-18110647,0,1,75.83749999999999,12624
12625,,9,1,4,-18110647,0,1,101.72857142857143,12625
12626,,4,4,5,-18110647,0,1,117.43555555555555,12626
12627,,13,13,5,-18110647,0,1,99.29692307692306,12627
12628,,3,3,5,-18110646,0,1,104.62000000000002,12628
12629,,7,5,5,-18110646,0,1,101.69999999999999,12629
12630,,15,15,5,-18110646,0,1,104.71000000000001,12630
12631,,0,0,5,-18110646,0,1,95.76,12631
12632,,6,4,5,-18110646,0,1,105.67555555555556,12632
12633,,6,4,5,-18110646,0,1,111.55555555555556,12633
12634,,4,4,5,-18110646,0,1,108.96444444444445,12634
12635,,14,8,5,-18110646,0,1,128.74352941176468,12635
12636,1.0,4,4,5,-18110646,0,1,75.99636363636363,12636
12637,0.5,6,2,5,-18110646,0,1,111.55555555555556,12637
12638,,7,3,4,-18110645,0,1,119.40000000000002,12638
12639,,5,5,5,-18110645,0,1,116.43333333333332,12639
12640,,9,7,5,-18110645,0,0,101.75454545454544,12640
12641,,9,9,5,-18110645,0,1,104.65999999999998,12641
12642,,0,0,5,-18110645,0,1,114.34285714285714,12642
12643,,0,0,5,-18110644,0,1,132.595,12643
12644,1.0,10,10,5,-18110644,0,1,117.71714285714283,12644
12645,,2,2,5,-18110644,0,1,79.78857142857144,12645
12646,,9,9,5,-18110644,0,1,112.77499999999999,12646
12647,,8,8,5,-18110644,0,1,108.26666666666667,12647
12648,,4,2,1,-18110644,0,0,110.58999999999999,12648
12649,,2,2,5,-18110644,0,1,88.2457142857143,12649
12650,,5,5,5,-18110644,0,1,103.23666666666666,12650
12651,1.0,4,4,5,-18110644,0,1,102.38666666666667,12651
12652,,1,-1,5,-18110644,0,1,110.47,12652
12653,1.0,2,2,5,-18110644,0,1,92.47428571428573,12653
12654,,5,3,5,-18110643,0,1,113.53333333333332,12654
12655,,8,-4,2,-18110643,0,1,106.93365853658537,12655
12656,,9,9,5,-18110643,0,1,98.25882352941176,12656
12657,,3,3,5,-18110643,0,1,112.9709090909091,12657
12658,,11,3,5,-18110643,0,1,140.33185185185184,12658
12659,,5,5,5,-18110642,0,1,98.12,12659
12660,0.0,2,-2,1,-18110642,0,1,107.61999999999999,12660
12661,1.0,3,3,5,-18110642,0,1,108.26666666666667,12661
12662,,6,6,5,-18110642,0,0,109.7818181818182,12662
12663,0.5,18,18,5,-18110642,0,0,110.42375,12663
12664,0.0,4,4,4,-18110642,0,0,91.64380952380952,12664
12665,1.0,6,6,1,-18110642,0,0,100.77,12665
12666,,12,12,5,-18110642,0,0,109.49874999999999,12666
12667,0.5,3,3,1,-18110642,0,0,103.1,12667
12668,,3,3,5,-18110642,0,0,110.06333333333335,12668
12669,0.9347826086956522,24,14,5,-18110642,0,0,113.5424561403509,12669
12670,,13,9,4,-18110642,0,0,121.39169811320757,12670
12671,0.6666666666666666,5,5,4,-18110642,0,0,77.92,12671
12672,,10,2,4,-18110642,0,0,94.00750000000001,12672
12673,,6,6,5,-18110642,0,0,100.77,12673
12674,,6,6,4,-18110642,0,0,119.38000000000001,12674
12675,,14,10,5,-18110642,0,0,121.87888888888888,12675
12676,,10,10,5,-18110642,0,0,89.50571428571428,12676
12677,,0,0,5,-18110642,0,0,95.795,12677
12678,,10,10,5,-18110642,0,0,116.93692307692307,12678
12679,1.0,8,4,3,-18110642,0,0,108.54666666666667,12679
12680,,4,2,5,-18110642,0,0,95.84307692307692,12680
12681,1.0,12,2,1,-18110642,0,0,133.01874999999998,12681
12682,1.0,6,6,5,-18110642,0,0,100.09999999999998,12682
12683,1.0,27,15,4,-18110642,0,0,102.30175438596491,12683
12684,,18,14,5,-18110642,0,0,110.48428571428572,12684
12685,,35,25,5,-18110642,0,0,96.53972602739726,12685
12686,1.0,34,-10,1,-18110642,0,0,106.53449275362318,12686
12687,,6,0,2,-18110642,0,0,75.115,12687
12688,,14,14,5,-18110642,0,0,116.30375,12688
12689,0.3333333333333333,14,14,5,-18110642,0,0,89.82000000000001,12689
12690,,3,3,5,-18110642,0,1,113.44000000000001,12690
12691,,14,14,5,-18110641,0,1,72.60727272727273,12691
12692,0.7,8,4,3,-18110641,0,1,102.72258064516129,12692
12693,1.0,6,0,4,-18110641,0,1,99.44615384615386,12693
12694,,7,7,5,-18110641,0,1,101.75833333333331,12694
12695,,6,6,5,-18110641,0,0,99.0977777777778,12695
12696,,7,7,4,-18110640,0,1,99.73999999999998,12696
12697,1.0,17,-3,1,-18110640,0,1,109.50916666666667,12697
12698,,3,-3,3,-18110640,0,1,78.66666666666667,12698
12699,,3,-3,5,-18110639,0,1,107.54666666666668,12699
12700,1.0,2,2,5,-18110639,0,1,109.7818181818182,12700
12701,1.0,9,9,5,-18110639,0,1,108.46285714285715,12701
12702,,9,9,5,-18110639,0,1,107.2875,12702
12703,,6,-4,5,-18110639,0,1,98.25882352941176,12703
12704,,8,-4,5,-18110639,0,1,106.496,12704
12705,0.25,7,1,1,-18110639,0,1,105.32615384615386,12705
12706,,3,3,5,-18110639,0,1,101.6888888888889,12706
12707,,2,2,5,-18110638,0,1,131.16,12707
12708,,3,3,4,-18110638,0,1,119.40000000000002,12708
12709,0.5,6,6,5,-18110638,0,1,112.07,12709
12710,,6,6,4,-18110638,0,1,119.27333333333333,12710
12711,1.0,0,0,5,-18110638,0,1,113.44000000000001,12711
12712,,0,0,5,-18110638,0,1,119.36,12712
12713,,0,0,5,-18110638,0,1,119.30666666666669,12713
12714,,7,5,4,-18110638,0,1,104.7,12714
12715,,8,8,5,-18110637,0,1,107.55499999999999,12715
12716,,3,3,4,-18110637,0,1,107.0909090909091,12716
12717,,6,6,3,-18110637,0,1,122.57571428571426,12717
12718,1.0,3,3,5,-18110637,0,1,98.12,12718
12719,,23,5,4,-18110637,0,1,113.54305084745762,12719
12720,,11,11,5,-18110637,0,1,55.46545454545456,12720
12721,,3,3,5,-18110637,0,1,112.47272727272728,12721
12722,,3,-1,5,-18110635,0,1,93.46352941176471,12722
12723,,8,8,5,-18110635,0,1,135.01999999999995,12723
12724,,4,0,5,-18110635,0,1,118.45166666666667,12724
12725,,4,4,5,-18110635,0,1,109.88000000000001,12725
12726,,2,2,3,-18110635,0,1,119.38000000000001,12726
12727,1.0,5,5,5,-18110635,0,1,106.64999999999999,12727
12728,0.0,4,2,3,-18110635,0,1,105.67999999999999,12728
12729,1.0,2,2,4,-18110635,0,1,94.52909090909091,12729
12730,0.0,5,1,4,-18110635,0,1,119.37333333333332,12730
12731,0.875,13,11,5,-18110635,0,0,64.22163265306122,12731
12732,,10,0,5,-18110635,0,1,83.12592592592593,12732
12733,,8,6,5,-18110635,0,1,101.72307692307693,12733
12734,0.0,8,8,5,-18110634,0,1,106.14999999999999,12734
12735,,2,2,5,-18110634,0,1,105.32615384615386,12735
12736,,12,10,5,-18110634,0,1,103.38888888888887,12736
12737,,11,11,5,-18110633,0,1,113.53058823529413,12737
12738,,2,2,5,-18110633,0,1,94.27499999999999,12738
12739,,9,3,5,-18110633,0,1,111.55555555555556,12739
12740,1.0,7,7,5,-18110633,0,1,102.38666666666667,12740
12741,1.0,3,3,5,-18110633,0,1,86.59428571428572,12741
12742,1.0,1,-1,5,-18110632,0,1,118.41000000000001,12742
12743,,9,9,5,-18110632,0,1,123.0775,12743
12744,1.0,1,1,5,-18110631,0,1,98.78,12744
12745,0.625,19,3,3,-18110631,0,0,91.12960000000001,12745
12746,,3,3,4,-18110631,0,0,56.068571428571445,12746
12747,1.0,1,1,4,-18110631,0,0,113.53999999999998,12747
12748,,11,11,5,-18110631,0,0,111.255,12748
12749,,6,4,5,-18110631,0,0,112.07,12749
12750,,6,4,5,-18110631,0,0,116.16000000000001,12750
12751,,6,6,5,-18110631,0,0,107.56000000000002,12751
12752,0.875,31,-15,1,-18110631,0,0,115.18592592592593,12752
12753,1.0,0,0,5,-18110631,0,0,62.16666666666667,12753
12754,0.5,19,-17,3,-18110631,0,0,121.5185714285714,12754
12755,1.0,5,3,5,-18110631,0,0,109.62,12755
12756,,5,5,2,-18110631,0,0,108.08727272727272,12756
12757,,4,4,5,-18110631,0,0,99.85806451612902,12757
12758,,8,8,5,-18110631,0,0,107.58909090909091,12758
12759,,25,13,2,-18110631,0,0,138.46571428571426,12759
12760,,13,13,5,-18110631,0,0,107.14571428571428,12760
12761,,0,0,1,-18110631,0,0,79.86000000000001,12761
12762,,4,4,2,-18110631,0,0,114.99666666666668,12762
12763,,11,9,5,-18110631,0,0,89.95666666666666,12763
12764,,2,2,4,-18110631,0,0,101.75999999999999,12764
12765,,7,7,5,-18110631,0,0,108.26666666666667,12765
12766,1.0,5,5,5,-18110631,0,0,119.36,12766
12767,,8,8,4,-18110631,0,0,101.74000000000001,12767
12768,,9,9,5,-18110631,0,0,106.64999999999999,12768
12769,1.0,1,1,5,-18110631,0,0,115.66181818181819,12769
12770,,12,6,3,-18110631,0,0,110.57999999999998,12770
12771,1.0,3,3,5,-18110631,0,0,93.86,12771
12772,,6,6,4,-18110631,0,0,134.0322580645161,12772
12773,,15,15,5,-18110631,0,0,124.73090909090912,12773
12774,,5,-3,3,-18110631,0,0,113.51833333333333,12774
12775,1.0,27,15,5,-18110631,0,0,113.53959183673472,12775
12776,0.0,8,8,5,-18110631,0,0,98.7,12776
12777,,10,10,5,-18110631,0,0,96.78333333333333,12777
12778,,9,5,5,-18110631,0,0,96.79384615384616,12778
12779,,4,0,2,-18110631,0,0,99.17185185185186,12779
12780,,3,1,5,-18110631,0,0,95.83666666666667,12780
12781,,17,13,5,-18110631,0,0,127.515,12781
12782,,9,7,3,-18110631,0,0,94.33749999999999,12782
12783,1.0,4,-2,1,-18110631,0,0,116.20545454545454,12783
12784,0.0,10,10,5,-18110631,0,0,101.60000000000001,12784
12785,,13,13,5,-18110631,0,0,127.26666666666667,12785
12786,,1,1,5,-18110631,0,0,92.095,12786
12787,,0,0,5,-18110631,0,0,110.595,12787
12788,0.6666666666666666,16,16,5,-18110631,0,0,121.00785714285716,12788
12789,,11,9,5,-18110631,0,0,81.03666666666668,12789
12790,0.5,5,-1,1,-18110631,0,0,101.08470588235294,12790
12791,0.5,5,1,4,-18110631,1,0,108.36716417910448,12791
12792,,7,3,4,-18110631,0,1,103.30857142857145,12792
12793,,8,8,5,-18110631,0,1,107.61999999999999,12793
12794,,24,16,4,-18110631,0,1,109.54808510638298,12794
12795,,1,1,4,-18110631,0,1,34.493333333333354,12795
12796,0.0,9,-1,5,-18110630,0,0,122.69185185185184,12796
12797,,8,8,5,-18110630,0,1,111.76571428571431,12797
12798,,3,3,4,-18110630,0,1,110.54,12798
12799,,2,2,5,-18110630,0,1,110.595,12799
12800,,3,3,5,-18110630,0,1,118.65499999999999,12800
12801,,8,8,5,-18110630,0,1,110.11428571428571,12801
12802,1.0,8,8,5,-18110630,0,1,110.11428571428571,12802
12803,,13,13,5,-18110629,0,1,103.56363636363638,12803
12804,,18,14,5,-18110629,0,1,107.65560975609756,12804
12805,,6,6,5,-18110629,0,1,75.37777777777778,12805
12806,,3,-3,4,-18110629,0,1,98.78,12806
12807,,5,5,5,-18110629,0,1,120.87666666666668,12807
12808,0.75,1,1,5,-18110629,0,1,114.45375,12808
12809,0.0,13,5,3,-18110629,0,1,113.5367441860465,12809
12810,,4,4,5,-18110629,0,1,97.975,12810
12811,,5,5,4,-18110629,0,1,147.26999999999998,12811
12812,,3,3,5,-18110628,0,1,119.36,12812
12813,,1,-1,3,-18110628,0,1,105.67555555555556,12813
12814,0.5,5,5,5,-18110628,0,1,109.91846153846154,12814
12815,0.0,6,6,5,-18110628,0,1,99.25,12815
12816,1.0,3,3,5,-18110628,0,1,98.345,12816
12817,,11,9,5,-18110628,0,1,116.20545454545454,12817
12818,,0,0,5,-18110628,0,1,117.21333333333332,12818
12819,,30,16,5,-18110628,0,1,86.37560975609756,12819
12820,,7,7,5,-18110628,0,1,76.82,12820
12821,,3,3,4,-18110628,0,0,95.77714285714286,12821
12822,1.0,3,3,5,-18110628,0,0,97.35666666666665,12822
12823,,4,4,5,-18110628,0,0,115.48666666666666,12823
12824,0.0,10,10,5,-18110628,0,0,105.62,12824
12825,,5,5,5,-18110628,0,0,111.255,12825
12826,,11,11,5,-18110628,0,0,122.3,12826
12827,,8,8,5,-18110628,0,0,108.96444444444445,12827
12828,,2,2,4,-18110628,0,0,114.955,12828
12829,1.0,19,-1,5,-18110628,0,0,109.36846153846152,12829
12830,,23,19,4,-18110628,0,0,121.90857142857142,12830
12831,0.8,14,2,1,-18110628,0,0,113.5361904761905,12831
12832,,9,9,5,-18110628,0,0,98.4,12832
12833,0.6666666666666666,56,18,3,-18110628,0,0,47.97618320610687,12833
12834,,8,4,1,-18110628,0,0,105.59090909090908,12834
12835,,21,13,4,-18110628,0,0,96.57,12835
12836,,7,7,5,-18110628,0,0,111.73575757575757,12836
12837,0.25,13,7,3,-18110628,0,0,118.26307692307692,12837
12838,,4,4,3,-18110628,0,0,104.89818181818183,12838
12839,1.0,27,-9,3,-18110628,0,0,102.36078431372549,12839
12840,0.8333333333333334,19,-15,1,-18110628,0,0,118.34545454545453,12840
12841,,7,7,5,-18110628,0,0,67.10000000000001,12841
12842,,8,8,4,-18110628,0,0,110.57999999999998,12842
12843,,8,8,5,-18110628,0,0,106.67777777777776,12843
12844,,2,2,4,-18110628,0,0,107.58000000000001,12844
12845,,6,6,5,-18110628,0,0,114.14666666666666,12845
12846,,5,5,5,-18110628,0,0,100.07714285714285,12846
12847,,3,3,4,-18110628,0,0,112.53000000000002,12847
12848,,5,3,5,-18110628,0,0,132.98749999999998,12848
12849,,10,10,5,-18110628,0,0,105.32615384615386,12849
12850,,16,12,5,-18110628,0,0,140.33185185185184,12850
12851,,7,7,4,-18110628,0,0,91.90666666666665,12851
12852,,8,8,4,-18110628,0,0,118.1095652173913,12852
12853,,10,10,5,-18110628,0,0,113.52428571428571,12853
12854,,34,8,4,-18110628,0,0,33.37530864197531,12854
12855,,10,10,5,-18110628,0,0,72.7975,12855
12856,,1,1,5,-18110628,0,0,102.38666666666667,12856
12857,,15,13,5,-18110628,0,0,106.90434782608696,12857
12858,,12,6,5,-18110628,0,0,104.61846153846153,12858
12859,,46,40,5,-18110628,0,0,46.22834645669292,12859
12860,,11,3,4,-18110628,0,0,102.95851851851852,12860
12861,1.0,9,7,4,-18110628,0,0,112.5048275862069,12861
12862,,13,9,5,-18110628,0,0,124.74264150943397,12862
12863,1.0,7,-3,1,-18110628,0,0,105.25297297297296,12863
12864,,17,15,4,-18110628,0,0,105.90941176470588,12864
12865,0.8636363636363636,3,3,5,-18110628,0,1,125.19500000000001,12865
12866,,7,3,4,-18110628,0,1,117.19749999999998,12866
12867,,5,5,4,-18110628,0,1,110.57999999999998,12867
12868,,8,8,5,-18110628,0,1,95.795,12868
12869,,6,6,5,-18110627,0,1,106.56666666666666,12869
12870,0.0,8,8,5,-18110627,0,1,112.69142857142857,12870
12871,,8,-2,5,-18110627,0,1,105.03333333333332,12871
12872,,7,7,5,-18110627,0,1,87.33777777777779,12872
12873,,7,5,5,7274,0,1,105.4375,12873
12874,0.0,3,3,5,7274,0,1,96.99,12874
12875,,6,4,5,7274,0,1,101.08470588235294,12875
12876,0.5,6,6,5,7274,0,1,112.30105263157897,12876
12877,1.0,3,3,5,7274,0,1,101.69999999999999,12877
12878,1.0,7,5,5,7274,0,1,105.4375,12878
12879,,2,2,5,7274,0,1,94.31666666666666,12879
12880,0.0,4,2,3,7274,0,1,129.2,12880
12881,1.0,10,10,5,7274,0,1,107.61999999999999,12881
12882,1.0,3,3,5,7274,0,1,99.495,12882
12883,,2,2,1,7274,0,1,101.74117647058823,12883
12884,,20,8,5,7275,0,1,110.82363636363635,12884
12885,1.0,0,0,5,7275,0,1,91.54857142857144,12885
12886,1.0,34,22,5,7275,0,1,56.80867924528302,12886
12887,,11,5,3,7275,0,1,78.9342857142857,12887
12888,1.0,21,9,5,7275,0,1,71.59363636363636,12888
12889,1.0,21,9,5,7275,0,1,74.37853658536585,12889
12890,,21,9,5,7275,0,1,74.73951219512195,12890
12891,,5,5,4,7275,0,1,66.08000000000001,12891
12892,,6,6,5,7276,0,1,123.31555555555555,12892
12893,,4,0,1,7276,0,1,124.73090909090912,12893
12894,,7,7,5,7276,0,1,114.84444444444445,12894
12895,,0,0,5,7276,0,1,103.72666666666666,12895
12896,0.0,40,8,3,7276,0,0,42.065365853658534,12896
12897,,3,3,5,7276,0,1,58.93333333333335,12897
12898,,8,6,5,7278,0,1,111.3175,12898
12899,,5,5,5,7278,0,1,130.6109090909091,12899
12900,,2,2,5,7279,0,1,167.76444444444442,12900
12901,,5,5,4,7279,0,0,108.26666666666667,12901
12902,,8,8,5,7279,0,0,93.13818181818183,12902
12903,0.5,9,7,2,7279,0,0,119.33548387096774,12903
12904,0.5,21,5,2,7279,0,0,117.22888888888887,12904
12905,1.0,14,8,5,7279,0,0,93.27142857142857,12905
12906,,1,1,1,7279,0,0,89.87999999999998,12906
12907,,22,20,2,7279,0,0,138.83599999999998,12907
12908,,7,7,5,7279,0,0,110.85777777777778,12908
12909,,4,4,5,7279,0,0,108.26666666666667,12909
12910,,10,6,4,7279,0,0,100.31,12910
12911,1.0,7,7,5,7279,0,0,81.25777777777778,12911
12912,1.0,37,23,4,7279,0,0,55.10766917293232,12912
12913,,9,7,5,7279,0,0,93.25473684210527,12913
12914,0.0,15,5,5,7279,0,0,125.82175438596492,12914
12915,0.7272727272727273,28,6,5,7279,0,0,76.633,12915
12916,0.0,2,2,5,7279,0,0,63.3,12916
12917,1.0,0,0,3,7279,0,0,95.795,12917
12918,,5,5,3,7279,0,0,111.8609523809524,12918
12919,,9,9,5,7279,0,0,113.4690909090909,12919
12920,1.0,1,1,2,7279,0,0,113.50000000000001,12920
12921,0.0,12,8,5,7279,0,0,136.6875,12921
12922,0.0,0,0,4,7279,0,0,101.63333333333334,12922
12923,,16,4,5,7279,0,0,122.81692307692306,12923
12924,1.0,2,2,5,7279,0,1,85.66857142857144,12924
12925,,10,8,5,7279,0,1,105.67999999999999,12925
12926,,2,2,5,7279,0,1,84.0488888888889,12926
12927,0.0,7,7,4,7280,0,1,111.83714285714285,12927
12928,0.3333333333333333,14,2,4,7280,0,1,102.78620689655172,12928
12929,,8,8,5,7280,0,1,96.51764705882353,12929
12930,1.0,5,1,5,7280,0,1,99.495,12930
12931,0.8947368421052632,39,7,4,7280,0,0,33.25521472392637,12931
12932,,6,6,5,7280,0,1,72.66787878787879,12932
12933,,8,8,5,7280,0,1,113.39999999999999,12933
12934,0.0,22,0,4,7280,0,1,107.65333333333332,12934
12935,,5,5,5,7281,0,1,101.60000000000001,12935
12936,0.5,10,6,1,7281,0,1,121.48285714285713,12936
12937,,3,3,5,7281,0,1,107.61999999999999,12937
12938,,6,6,5,7281,0,1,109.075,12938
12939,,0,0,5,7281,0,1,125.18666666666668,12939
12940,1.0,8,8,5,7281,0,1,108.96444444444445,12940
12941,1.0,3,3,5,7281,0,1,114.34285714285714,12941
12942,,11,11,5,7281,0,1,111.34875,12942
12943,,9,9,5,7281,0,1,95.77999999999999,12943
12944,,8,8,5,7281,0,1,99.73999999999998,12944
12945,,11,11,4,7281,0,1,84.93999999999998,12945
12946,,6,6,4,7281,0,1,111.55555555555556,12946
12947,,5,5,5,7281,0,1,99.0977777777778,12947
12948,,3,3,5,7281,0,1,103.25750000000001,12948
12949,,5,5,5,7281,0,1,106.895,12949
12950,,3,3,2,7281,0,1,109.62666666666667,12950
12951,,9,9,5,7281,0,1,115.34749999999998,12951
12952,,14,14,5,7282,0,1,117.71714285714283,12952
12953,0.0,6,6,4,6453,0,0,104.7,12953
12954,0.0,19,19,4,6453,0,0,106.69166666666665,12954
12955,1.0,12,12,5,6453,0,0,102.66333333333336,12955
12956,,9,5,5,6453,0,0,89.45090909090908,12956
12957,,10,10,5,6453,0,0,118.25600000000001,12957
12958,,3,3,4,6453,0,0,95.77714285714286,12958
12959,,22,16,5,6453,0,0,127.04156862745099,12959
12960,1.0,17,7,5,6453,0,0,132.39419354838708,12960
12961,,7,7,5,6453,0,0,102.95368421052633,12961
12962,,1,-1,1,6453,0,0,92.47428571428573,12962
12963,0.0,24,16,4,6453,0,0,116.82111111111111,12963
12964,1.0,6,0,4,6453,0,0,98.25882352941176,12964
12965,,2,2,4,6453,0,0,101.2109090909091,12965
12966,,1,-1,3,6453,0,0,102.38666666666667,12966
12967,0.4,40,6,3,6453,0,0,22.123500000000003,12967
12968,,7,-3,5,6453,0,0,77.06,12968
12969,,12,10,4,6453,0,0,106.28,12969
12970,,9,-5,1,6453,0,0,101.69333333333331,12970
12971,,3,3,5,6453,0,1,83.175,12971
12972,,7,3,4,6454,0,1,106.11000000000001,12972
12973,0.3333333333333333,5,5,5,6454,0,1,104.46060606060607,12973
12974,,8,8,5,6454,0,1,118.16499999999998,12974
12975,,8,8,5,6454,0,1,118.16499999999998,12975
12976,0.0,13,3,5,6454,0,1,100.52499999999998,12976
12977,,10,4,5,6455,0,1,97.22000000000001,12977
12978,,16,4,2,6455,0,1,120.87000000000002,12978
12979,0.5,10,4,5,6455,0,1,110.82363636363635,12979
12980,1.0,12,12,5,6455,0,1,120.02666666666666,12980
12981,0.2,0,0,1,6456,0,1,113.48,12981
12982,,5,3,3,6456,0,1,127.42181818181821,12982
12983,,13,13,5,6456,0,1,91.47666666666666,12983
12984,,3,3,5,6456,0,1,112.47272727272728,12984
12985,,8,8,5,6456,0,1,107.53714285714288,12985
12986,0.0,0,0,4,6456,0,1,102.19142857142856,12986
12987,,11,11,5,6456,0,1,109.26888888888887,12987
12988,1.0,3,3,5,6457,0,1,92.40000000000002,12988
12989,,3,3,5,6457,0,1,89.28421052631582,12989
12990,1.0,2,2,2,6457,0,1,62.16666666666667,12990
12991,,10,10,5,6457,0,1,112.15692307692308,12991
12992,,3,3,5,6457,0,1,104.86315789473686,12992
12993,0.6666666666666666,2,0,1,6458,0,1,101.67000000000002,12993
12994,1.0,10,4,5,6458,0,0,95.86736842105263,12994
12995,,17,15,4,6459,0,1,116.8742857142857,12995
12996,0.0,7,5,5,6459,0,1,125.20888888888886,12996
12997,1.0,12,6,5,6459,0,1,106.96470588235293,12997
12998,1.0,6,-2,5,6459,0,1,105.4375,12998
12999,,4,0,1,6459,0,1,111.255,12999
13000,,0,0,5,6460,0,1,119.36,13000
13001,0.0,4,2,5,6460,0,1,104.97777777777779,13001
13002,,0,0,5,6460,0,1,114.43384615384615,13002
13003,0.5,0,0,5,6460,0,1,107.62999999999998,13003
13004,,12,12,5,6460,0,1,123.25999999999998,13004
13005,,6,0,5,6460,0,1,77.295,13005
13006,,7,1,2,6461,0,1,101.71999999999998,13006
13007,,30,-6,5,6461,0,0,71.69260869565215,13007
13008,,6,6,5,6461,0,1,53.246666666666655,13008
13009,1.0,17,13,5,6461,0,1,114.97951219512196,13009
13010,,8,8,5,6461,0,1,110.39500000000001,13010
13011,,21,21,4,6462,0,1,116.20545454545454,13011
13012,,3,1,3,6462,0,1,91.76666666666667,13012
13013,,2,2,5,6463,0,0,108.26666666666667,13013
13014,1.0,9,9,4,6463,0,0,116.09043478260868,13014
13015,0.0,4,-4,1,6463,0,1,119.32888888888887,13015
13016,,4,4,5,6463,0,1,101.675,13016
13017,,3,3,4,6463,0,1,118.57142857142857,13017
13018,1.0,6,6,5,6463,0,1,100.79777777777778,13018
13019,0.0,12,4,3,6463,0,1,97.99857142857142,13019
13020,0.0,17,5,1,6463,0,1,114.70400000000002,13020
13021,,2,2,2,6464,0,1,91.76666666666667,13021
13022,,5,5,5,6464,0,0,106.27692307692308,13022
13023,,7,7,5,6464,0,1,109.075,13023
13024,1.0,43,5,5,6464,0,1,72.2493023255814,13024
13025,,17,5,5,6464,0,1,102.07622641509435,13025
13026,,5,1,5,6464,0,0,100.29333333333334,13026
13027,,11,5,3,6464,0,1,103.84285714285714,13027
13028,,4,4,5,6464,0,1,105.98095238095239,13028
13029,1.0,6,6,5,6464,0,1,87.33777777777779,13029
13030,,7,7,4,6465,0,1,104.30571428571427,13030
13031,,10,10,4,6465,0,1,103.19500000000001,13031
13032,,10,4,5,6465,0,1,104.23428571428572,13032
13033,,7,1,3,6465,0,1,101.2109090909091,13033
13034,,11,7,5,6465,0,1,84.10000000000001,13034
13035,1.0,9,5,2,6465,0,1,126.34588235294116,13035
13036,0.8095238095238095,0,0,3,6466,0,0,101.74736842105266,13036
13037,,3,3,5,6466,0,1,93.63636363636364,13037
13038,1.0,2,2,5,6466,0,1,104.00000000000001,13038
13039,1.0,11,5,5,6466,0,1,103.23666666666666,13039
13040,,2,2,5,6467,0,1,103.84285714285714,13040
13041,0.0,7,7,4,6467,0,1,102.19142857142856,13041
13042,0.6666666666666666,2,-2,3,6467,0,1,92.095,13042
13043,0.0,0,0,1,6467,0,1,111.55555555555556,13043
13044,,1,-1,5,6468,0,1,101.2109090909091,13044
13045,,0,0,5,6468,0,1,110.11428571428571,13045
13046,,4,4,4,6468,0,1,83.99999999999999,13046
13047,,6,6,5,6468,0,1,98.835,13047
13048,,2,-2,3,6468,0,1,109.11666666666666,13048
13049,,2,2,5,6468,0,1,117.86999999999999,13049
13050,,4,4,3,6469,0,1,105.95714285714286,13050
13051,,7,5,3,6469,0,1,108.46285714285715,13051
13052,,9,9,5,6470,0,1,105.61739130434783,13052
13053,,0,0,5,6470,0,1,95.795,13053
13054,,0,0,5,6470,0,1,109.075,13054
13055,1.0,2,2,5,6470,0,1,105.67555555555556,13055
13056,,7,7,4,6471,0,1,107.52,13056
13057,0.0,9,7,4,6471,0,1,99.3435294117647,13057
13058,,2,2,1,6471,0,1,96.78333333333333,13058
13059,0.0,7,-7,2,6471,0,1,100.79777777777778,13059
13060,,14,14,5,6472,0,1,98.74,13060
13061,,2,2,5,6472,0,1,106.27692307692308,13061
13062,,4,4,5,6472,0,1,98.12,13062
13063,,4,4,5,6472,0,1,102.67384615384616,13063
13064,,20,0,5,6472,0,0,112.30105263157897,13064
13065,0.5,9,3,4,6472,0,1,98.12,13065
13066,1.0,5,3,4,6473,0,1,100.00571428571429,13066
13067,,9,9,4,6473,0,1,118.57142857142857,13067
13068,,10,0,4,6473,0,1,100.34285714285716,13068
13069,,0,0,5,6473,0,1,92.095,13069
13070,,0,0,5,6473,0,1,107.0909090909091,13070
13071,,0,0,5,6473,0,1,105.375,13071
13072,,8,0,5,6473,0,1,94.43,13072
13073,,0,0,5,1818984,0,1,125.24307692307691,13073
13074,1.0,0,0,5,1818984,0,1,127.92000000000003,13074
13075,,8,8,5,1818984,0,1,105.62,13075
13076,,3,3,5,1818984,0,1,103.72666666666666,13076
13077,,10,8,4,1818985,0,1,113.1675,13077
13078,1.0,6,6,5,1818985,0,1,114.58142857142856,13078
13079,,4,4,5,1818985,0,1,59.37142857142858,13079
13080,,9,9,5,1818985,0,1,90.575,13080
13081,0.0,2,0,1,1818985,0,1,127.39857142857143,13081
13082,,5,5,5,1818985,0,1,89.80000000000001,13082
13083,,4,4,5,1818986,0,1,105.62,13083
13084,,4,2,5,1818986,0,1,123.09833333333331,13084
13085,,2,2,5,1818986,0,1,64.09333333333335,13085
13086,,4,0,5,1818986,0,1,129.19555555555553,13086
13087,,8,8,5,1818986,0,1,103.07000000000001,13087
13088,0.5,6,-6,1,1818987,0,1,120.93230769230767,13088
13089,,5,-1,5,1818987,0,1,92.52000000000001,13089
13090,1.0,2,2,3,1818987,0,1,120.30333333333336,13090
13091,,3,1,5,1818987,0,1,116.43333333333332,13091
